#{"t_start": 1702896940.2977011, "env_id": "None"}
r,l,t
2.669179,1001,1517.501782
2.687873,1001,1521.884185
2.638695,1001,1524.891204
2.746477,1001,1527.806115
0.010477,34,1528.186541
2.798104,1001,1531.082708
2.45458,1001,1535.608243
3.061121,1001,1538.693539
2.916993,1001,1541.590268
1.562713,669,1543.610739
1.454132,571,1546.921831
0.640422,233,1547.830826
2.745005,1001,1550.742833
2.793893,1001,1553.77955
0.81967,325,1554.922454
2.745006,1001,1557.80441
2.813375,1001,1562.34188
1.16867,406,1563.670253
2.867181,1001,1566.607974
2.380887,1001,1569.655375
2.657487,1001,1572.53046
0.858019,465,1575.592969
1.046855,504,1577.20278
2.834037,1001,1580.093801
2.809031,1001,1583.203994
0.418854,161,1583.954003
3.261565,1001,1586.914316
3.031509,1001,1591.462492
3.112445,1001,1594.334545
3.077033,1001,1597.400349
2.707923,1001,1600.278173
2.841349,1001,1604.817639
3.270875,1001,1607.72556
2.737334,1001,1610.794472
3.188526,1001,1613.768275
0.501625,205,1614.581643
1.181574,388,1617.303842
3.319301,1001,1620.370855
3.067429,1001,1623.24934
2.89576,1001,1626.268543
0.735513,278,1627.284502
3.139703,1001,1631.730857
3.326251,1001,1634.76698
1.076612,393,1636.080636
3.22621,1001,1638.99037
0.289882,127,1639.679026
2.76,930,1642.463854
3.016631,1001,1646.781787
1.23171,443,1648.347238
2.728128,1001,1651.225555
3.389843,1001,1654.423815
3.375715,1001,1658.875866
2.885863,1001,1661.867598
1.588373,595,1663.699843
2.516951,1001,1666.58196
1.187281,360,1667.80395
2.920298,1001,1670.857468
3.177939,1001,1675.233167
2.582824,861,1678.057102
1.560256,488,1679.609424
2.591673,757,1681.867435
3.368158,1001,1684.964713
3.23,1001,1689.337286
1.895123,635,1691.497603
2.988631,1001,1694.363236
2.027131,683,1696.42393
3.23131,1001,1701.101809
3.244699,1001,1703.982587
1.497343,523,1705.719514
3.26425,1001,1708.616744
3.022943,1001,1711.515477
3.106762,1001,1716.054241
1.12426,342,1717.230157
2.649872,1001,1720.267355
3.120372,1001,1723.149224
0.669677,286,1724.182176
3.503514,1001,1728.788852
3.119398,1001,1731.688947
2.515824,817,1734.178339
3.078884,1001,1737.105186
2.898965,1001,1740.0342
3.238111,1001,1744.558021
2.768466,795,1746.923538
3.349018,1001,1750.103792
2.832903,1001,1753.033414
1.450199,484,1756.039624
3.593971,1001,1759.063663
3.104305,1001,1761.967979
3.30661,1001,1764.99161
2.9322,1001,1769.376068
3.095859,1001,1772.431682
0.791982,259,1773.480438
0.321294,121,1774.121931
2.96448,820,1776.533451
3.337356,1001,1779.557628
3.203181,1001,1783.92875
2.568063,746,1786.309799
3.355977,1001,1789.194026
3.271553,1001,1792.217863
1.313077,441,1793.672904
2.994529,877,1797.805695
2.281722,608,1799.702615
3.128479,1001,1802.79064
2.266429,698,1804.876288
3.07704,1001,1807.944054
3.083555,1001,1812.298461
0.164454,73,1812.768835
0.522895,191,1813.537935
2.399857,678,1815.747559
1.448171,537,1817.42466
3.314004,1001,1820.527232
0.380043,141,1821.311326
3.327947,1001,1824.18004
0.545318,170,1824.917156
3.466993,1001,1829.348053
3.33878,1001,1832.309169
3.29865,1001,1835.301207
0.233655,104,1835.895282
3.205762,1001,1840.249479
3.605943,1001,1843.16257
2.562763,791,1845.899677
3.749448,1001,1848.797177
3.51193,1001,1851.850409
0.113289,63,1852.288362
0.48976,167,1853.009723
2.667722,816,1856.910871
3.753989,1001,1859.93178
3.060961,1001,1862.798862
0.66708,265,1863.864163
2.490137,716,1866.085305
3.563137,1001,1870.56361
3.440859,1001,1873.523499
3.356687,1001,1876.483855
2.499556,703,1878.709129
3.851829,1001,1883.068498
1.752884,524,1884.743451
3.692555,1001,1887.764901
3.104164,1001,1890.723588
3.734467,1001,1893.946809
0.853681,292,1894.996388
4.484922,1001,1899.352991
3.94686,1001,1902.296441
3.944536,1001,1905.207732
3.487174,1001,1908.153336
3.427821,1001,1912.555923
3.853521,1001,1915.613569
3.214751,1001,1918.666606
0.389337,134,1919.309394
3.780248,1001,1922.343843
3.683584,967,1926.660707
3.726714,1001,1929.536082
3.455938,1001,1932.645551
0.507348,164,1933.364379
3.860665,1001,1936.349102
0.501473,171,1938.692908
4.063957,1001,1941.615096
3.722276,1001,1944.530455
3.752561,1001,1947.537354
3.879429,1001,1952.023769
3.853465,1001,1954.918555
4.305759,1001,1957.796367
1.08791,368,1959.142955
4.193194,1001,1962.288936
0.221433,97,1962.820712
0.685934,202,1963.635171
3.885104,1001,1968.123109
3.723191,1001,1971.048983
3.620886,1001,1974.004374
3.538862,939,1976.806143
3.900538,1001,1981.234523
4.035515,1001,1984.14657
3.762973,1001,1987.156789
4.026925,1001,1990.23344
