#{"t_start": 1704561858.2474809, "env_id": "None"}
r,l,t
-22.98816,68,890.651316
-45.191446,214,891.452648
-31.171538,60,891.86038
-37.588,86,892.330565
-13.585183,75,892.773243
-31.451203,101,893.288946
-14.016501,37,893.643386
-29.881974,71,894.084324
-15.368384,42,894.455789
82.533316,295,895.428935
-4.999411,208,896.183127
-8.423371,45,896.560867
6.648804,238,897.394869
-83.30937,364,898.519628
10.319612,270,899.427554
-18.077131,28,899.765738
-18.114883,103,900.270355
-19.375706,71,900.710531
-69.040342,301,902.836117
36.854414,359,903.959713
-47.625647,114,904.505093
-81.397052,86,904.979881
-8.04897,52,905.372858
-44.269899,62,905.793386
-129.965883,99,906.302341
-92.10474,125,906.866769
-33.898147,78,907.327186
-22.297324,65,907.747954
-26.535407,47,908.1334
-15.673879,93,908.639148
-38.970301,100,909.150582
-30.445878,48,909.529475
-27.68716,38,909.888414
54.095551,435,911.226164
-28.957998,39,911.586532
-42.820783,110,912.121172
-22.311202,113,912.652562
-43.761523,80,913.104861
-19.388775,176,913.792415
-34.693919,61,914.197746
-46.836131,60,914.615767
-8.313506,419,915.901061
-23.826873,206,916.674461
-22.469591,62,917.097802
-28.723754,34,917.44702
-20.108301,32,917.788368
-11.836511,39,918.147264
-29.62834,54,918.543781
-4.6688,164,919.19807
-55.610055,62,919.613781
-46.963141,106,920.127112
-15.785817,144,920.74341
20.970808,267,922.806486
26.615792,192,923.524635
-19.056099,176,924.201331
-29.535568,57,924.600101
-17.133176,118,925.143309
-9.521511,43,925.51574
-79.158211,107,926.045396
28.619758,313,927.068285
-54.471692,126,927.632031
-22.196459,84,928.096093
-27.170778,41,928.460066
-35.433102,62,928.872775
47.274665,244,929.711118
44.477401,281,930.656678
-9.121481,16,930.964524
-26.997905,298,931.939014
-10.947945,67,932.362693
-10.312989,124,932.935089
-33.951861,73,933.379646
-19.251453,57,933.784724
-42.002744,47,934.157095
116.793518,551,935.749556
-43.169939,56,936.151309
-36.364649,96,936.651517
25.780496,188,937.387176
-30.079658,66,937.82562
-12.282965,34,938.166281
-16.275245,47,938.546759
-8.365207,31,938.889432
-31.123455,27,939.215394
-31.111212,109,939.741203
-31.236311,94,940.230446
-14.172893,125,940.797068
-40.288385,65,942.356246
-24.176956,174,943.045889
-28.104243,145,943.66157
-8.716827,34,944.006157
-66.55565,221,944.819471
-5.989451,52,945.212291
-20.649626,79,945.663413
-68.052867,606,947.398225
31.459559,190,948.120216
-42.273537,90,948.596708
-10.106838,29,948.925453
-17.718242,70,949.360628
-30.451584,59,949.76913
-6.709148,22,950.088712
-52.107993,107,950.617121
-32.271815,255,951.509153
-154.105674,458,952.878722
-36.982457,75,953.327233
-38.504205,81,953.783923
-83.575277,142,954.395787
15.355927,133,954.987335
19.967142,395,956.211619
